singer,song name,date,text,poet 
"שלומי סרנגה
",לא יכול לישון,03/07/11,"כל הלילה היא רוקדת, טבה טומבה טבה טומבה
כל העיר כבר מדברת, טבה טומבה טבה טומבה
אך מה השם שלך
אך מה יהיה איתך

מסתכלת, מנומסת
משקרת לכולם
לא פוחדת, לא עוזבת
את עיני, אני נגמר

מחכה לה וקורא לה
שתבוא אלי, רק לדקה
מתבונן בה, מסמן לה
בואי אחרי
לא מגיבה


כל הלילה היא רוקדת, טבה טומבה טבה טומבה
כל העיר כבר מדברת, טבה טומבה טבה טומבה
אך מה השם שלך
אך מה יהיה איתך

משתכרת, אך מתאפקת
לא מראה לי שום סימן
משתגע, כבר לא יודע
מה קורה לי בגללה


כל הלילה היא רוקדת, טבה טומבה טבה טומבה
כל העיר כבר מדברת, טבה טומבה טבה טומבה
אך מה השם שלך
אך מה יהיה איתך

למה תמיד את כאן לבד
באה וחוזרת בלי אף אחד
כמה אני רוצה אותך

על כולם היא מוותרת, טבה טומבה, טבה טומבה
לכולם היא מספרת, טבה טומבה טבה טומבה
אך מה השם שלך
אך מה יהיה איתך.","סאבלימינל, שלומי סרנגה ודיקלה"
"שלומי סרנגה
",כל הנשים יפות,03/07/11,"כל הנשים יפות בלילה, 
אבל הרבה יותר ביום 
את הסיבה לקום בבוקר, 
אפשר לראות בכל מקום 
כאן בגלריה של הטבע, 
הן כמו ציור של אלוהים 
אישה זה כוח מנצח, 
במשחק של החיים 

כל הנשים יפות 
כל הנשים יפות 
כל הנשים יפות 
אך אין יפה כמוך 

כל הנשים יפות בלילה, 
כל כך יפות שזה מפחיד 
מנהלות את ההיסטוריה, 
ומעצבות את העתיד 
בתל אביב אלפיים ועשר, 
וגם ברומה הקדומה 
בכל אישה יש איזה קסם, 
שילוב של יופי וחוכמה",יוסי גיספן
"שלומי סרנגה
",טבה טומבה,12/06/13,"לא יכול לישון,
אני חושב
אני חושב
חושב המון

לא יכול לבכות,
אני צוחק
אני צוחק
צוחק המון

את יודעת שניסיתי לתת לך הכל
רק אותך לאהוב, רק אותך לאהוב
שיהיה לנו טוב, רק אותך לאהוב
שיהיה לנו טוב

את יודעת שניסיתי איתך להיות
רק איתך לחיות, רק איתך לחיות
לתכנן חלומות, רק איתך לחיות
לתכנן חלומות

לא יכול לדאוג,
אני דואג
אני דואג
דואג המון

לא יכול לצחוק,
אני זוכר
אני זוכר
זוכר הכל

את יודעת שניסיתי לתת לך הכל..",שלומי סרנגה
"שלומי סרנגה
",חלום מתוק,03/07/11,"אם מחר פתאום תרגישי 
קצת עצוב או קצת מוזר 
בלי מילים וקול לחשי לי 
וארגיש אותו דבר 

אם לפתע מן החושך 
רוח תלטף אותך 
זה יהיה חיבוק של אושר 
שאני שלחתי לך 

שתביני תמיד 
ותדעי זאת לעד 
שגם אם הלכתי 
את אף פעם לא לבד 
כי נסעתי רחוק 
ונתקעתי בזמן 
אך אותך לא עזבתי 
לא עזבתי מעולם 

אם טיפה של געגוע 
תיעצר בתוך ליבך 
שוב אשלח לך את הרוח 
שתיקח אותה ממך 

ואם תחפשי למעלה 
שיר קטן את תגלי 
תבקשי אותו כל לילה 
ואשיר לך בקולי 

שתביני תמיד 
ותדעי כל הזמן 
שגם אם הלכתי 
לא עזבתי מעולם",ברק פלדמן
"שלומי סרנגה
",זינגואלה,03/07/11,"אפשר לאהוב באלף דרכים
ואפשר באלף צורות
יש מי שאוהב עם זר של פרחים
ואחר לאורן של נרות

אפשר בשירים או כמו בסרטים
אהבה קלילה או אהבה רצינית
אפשר בחיוך או במבטים
אך אני תמיד אוהב רק ביוונית

כי יוונית עושה אותי שמח
עם שיר סוחף ויאסו מתלהב
את השמחה הזאת אני לוקח
ולך ילדה אני נותן אותה עם כל הלב

אפשר לאהוב אלפי נערות
ואפשר רק אחת יחידה
יש מי ששותק ואוהב בלי מילים
אחר צועק שהעולם ידע

אפשר בלילות ואפשר בימים
אהבה כפרית או אהבה עירונית
אפשר כמו גדולים או כמו ילדים
אך אני תמיד אוהב רק ביוונית

כי יוונית עושה אותי שמח
עם שיר סוחף ויאסו מתלהב
את השמחה הזאת אני לוקח
ולך ילדה אני נותן אותה עם כל הלב",עוזי חיטמן ואפרים סידון
"שלומי סרנגה
",זה רק נדמה לך,03/07/11,"מונו מונו, מונו , מונו
מאהבה אני נמלט

להתעורר ולחבק את הבדידות הכי קרה
סתם לטייל לי עם הכלב בשדרה
ולמלמל בשקט כמה טוב שאת

מנה ימי, אני עסוק רק בלמתוח את הזמן
ובלילות במועדון מלא עשן
שוקע לאיבוד ולא מוצא עיניין

מונו מונו, אני לבד וטוב לי מונו
כל החיים שלי הם מונו
מאהבה אני נמלט אין מאושר ממני

אני הוא זה שבקלות אליו העצב מתחבר
וחוץ ממני אין לי אף אחד אחר
לכן עוד פעם לא אכפת לי לשקר


מונו מונו, אני לבד וטוב לי מונו
כל החיים שלי הם מונו
מאהבה אני נמלט אין מאושר ממני


מונו מונו, אני לבד וטוב לי מונו
כל החיים שלי הם מונו
מאהבה אני נמלט אין מאושר ממני",יוסי גיספן
"שלומי סרנגה
",הזמן הישן,03/07/11,"הוא לא נולד רחוק מכאן
הוא לא גדל בכפר קטן
הוא לא דובר שפה זרה
ועדיין , הוא שונה מכולם .

אין לו כנפיים של מלאך
אין לו דימיון פורה כל כך
ועדיין , הוא חולם

שיש מקום אחר 
שם אלוהים קרוב יותר 
וכל חלום שמטפס לשמיים
מתגשם וחוזר 

אז הוא נותן הכל 
זה המעט שהוא יכול
ובנתיים , זה חוזר 

אין לו כנפיים של ציפור
אין לו הילה יפה של אור
ועדיין , הוא חולם

שיש מקום אחר
שם אלוהים קרוב יותר
וכל חלום שמטפס לשמיים
מתגשם וחוזר",לא ידוע
"שלומי סרנגה
",גן עדן שבליבך,03/07/11,"אחפש עד אור יום
אור כוכב מהצפון
אחכה שתבואי
אהבת חיי
בואי מתוך החלום
נערה מהצפון
בואי אלי עוד היום
אהבת חיי

תכלת השמיים
מסחררת מטוסים ממריאים
שלג בעייניך עד אלייך
מסלולים לבנים

אחפש עד אור יום
אור כוכב מהצפון
אחכה שתבואי
אהבת חיי
בואי מתוך החלום
נערה מהצפון
בואי אלי עוד היום
אהבת חיי

עונג על שפתייך
זרועותייך סחלבים לבנים
נצח בלעדייך
בלי חייך מה חיי אז שווים

אחפש עד אור יום
אור כוכב מהצפון
אחכה שתבואי
אהבת חיי
בואי מתוך החלום
נערה מהצפון
בואי אלי עוד היום
אהבת חיי

עצב בשירייך
יגלה לי את כל מה שהיה
תני לי כוס של יין
כי נועדנו האחד לשנייה
תכלת השמיים
מסחררת מטוסים נוחתים
זהו קצה האופק
סוף הדרך קו מוסקבה תל אביב

אחפש עד אור יום
אור כוכב מהצפון
אחכה שתבואי
אהבת חיי",אלונה קמחי
"שלומי סרנגה
",גלו לו,03/07/11,"כל המילים המתחלפות
הורגות לי את הזמן
כל השנים רק לחכות
ומה בכלל נשאר לי

כמה נוכל יחדיו למשוך
בתוך אותה סירה.
שמטלטלת שני עמים
מאז דורות שלא ידעתי.

רק אם נביט מהחלון
ואת ראשנו נסובב
נפתח הלב
נפתח הלב לאיש ההוא
שרק לחיות רוצה גם הוא.

מחיר יקר עוד משלמים
ביזע ובדם
אחד רוצה שני בוכה
ומה בכלל נשאר לי

ניקח את דרך התלאות
לדרך חדשה
כמה צריך עוד לחכות
ומה בכלל ביקשתי",לא ידוע
"שלומי סרנגה
",ברחוב החמלה,03/07/11,"ego pona omekaimo yatinkardia mu
ego yasena tragudo para kalao
olizo igiasena
yirna xana semena
ego kane nanvemboro
ori sasena nevezu

והזמר יזמר שירי עצבת
שירי ארצו הקטנה הנאהבת
ego yasena tragudo
ino travadia kemezo

עוד יום יבוא ונשתה יחדיו לחיים
בעיר ציון היפה ירושלים
olizo igiasena
yirna xana semena
ego kane nanvemboro
ori sasena nevezo",יורם טהרלב
"שלומי סרנגה
",את תלכי בשדה,03/07/11,"נוסע רחוק לא איכפת לי לאן 
עד שממך לא יישאר לי סימן 
את שהיית לי פעם כל החיים 
מאז שאת עזבת אני רואה את העולם ללא צבעים 

קולך עדיין מהדהד כמו מנגינה 
דמותך שורפת את עיני מכל פינה 
בחלומות את כמו נוגעת בידי 
אבל במציאות נשארתי לבדי 

עולם אפור ואת האור 
שהיה בינינו ועכשיו איננו 

בואי ניפרד זה קל להגיד 
אך לעשות את זה הרבה יותר מפחיד 
לא מנצח את עצמי במלחמה 
אני רוצה אבל קשה לי להוציא אותך מהנשמה",יוסי גיספן
"שלומי סרנגה
",את,18/09/11,"בוא פאפארצי ראצי, צלם אותי כאן ובכל מקום
פאפארצי ראצי, בוא ותגשים לי את החלום
בוא פאפארצי ראצי, אני מוכן, תפוס אותי פתאום
פאפארצי ראצי, בוא תעשה לי את היום

אתה יודע מי שווה מי נמאס
אתה קובע מי יוצא מי נכנס
בוא להנציח עוד רגע
יאללה, צלם רחוב

בוא פאפארצי ראצי, קשה לי בזמן האחרון
פאפארצי ראצי, תוציא אותי מהדיכאון
בוא פאפארצי ראצי, תמונה אחת לי שווה מליון
פאפארצי ראצי, באינטרנט או בעיתון

אתה יודע מי שווה מי נמאס
אתה קובע מי יוצא מי נכנס
בוא להנציח עוד רגע
יאללה, צלם רחוב",יוסי גיספן
"שלומי סרנגה
",אלה,03/07/11,"צחוק ועצב ידעתי אך את הכאב הסתרתי
בתוך סוד אחד גדול עמוק במצולות הנפש את
העצב סגרתי רק מילים שמחות לך שרתי כמו 
בתיאטרון הלב מוצא מסכות לרגש 

חי ושר את חיי למענך ואת יודעת שלעולם
בתוכך לא תדעי עם צוחק אני או בוכה 

אני שר בחושך והלב פורש כנפיים אני 
שר את הכאב וצוחק עד השמיים מנבא שקר
לאמת בשניים נוגע ואם טוב לי או רע לי רק
אני יודע 

חי ושר את חיי למענךואת יודעת שלעולם
בתוכך לא תדעי עם צוחק אני או בוכה",שלומי סרנגה
"שלומי שבת
",תרצי בי,26/06/11,"אבא, חבר אמר לי לכתוב שיר עליך 
על כל מה שראיתי בפניך 
על השלווה ללא מילים 
הניחוחות והצלילים 
הכל היה כל כך יפה בעיניך 

אבא, זוכר את השבילים לבית הספר 
את כל המנגינות מתוך החדר 
כשהקשבת איך אני שר 
עם המבט המאושר 
והחיוך המתחבא בין שפתיך 

אבא, על הדרכים שכה אהבת לטפח 
אני הלכתי וניסיתי לנצח 
ולא תמיד הבנתי איך 
כי לא הכל הולך 
אני שונה ממך אבל מאד כמוך 

אבא, הבית הישן מזמן איננו 
עברנו, התקדמנו, השתנינו 
וממלאים את החסר 
בפרצופים דומים יותר 
למה שכל אחד חשב שחסר לו 

אבא, על הדרכים שכה אהבת לטפח 
אני הלכתי וניסיתי לנצח 
ולא תמיד הבנתי איך 
כי לא הכל הולך 
אני שונה ממך אבל מאד כמוך 

אבא, הזמן עבר ולא דיברנו 
אבא, סלח לי 
לקח לי זמן כדי להבין - אתה שייך לי 
כמו שאני שייך לך 
כמו שאני אוהב אותך 
בוא לא נשמור בפנים יותר ונדבר 

אבא, חבר אמר לי לכתוב שיר עליך",דורון מדלי
"שלומי שבת
",תפילה לילד,26/06/11,"אהבה בוערת ואני תמיד נשרף 
אהבה טורפת ואני תמיד נטרף 
אהבה הורגת ואני תמיד נקטל 
כן אני אף פעם לא ניצל 

אהבה עורבת ואני תמיד נתפס 
תיק תק היא דוהרת ואני תמיד נדרס 
אהבה גומרת ואני תמיד נופל חלל 
כן אני אף פעם לא ניצל 

אך אני רוצה שוב עוד ועוד 
את הלקח לא יכול ולא רוצה ללמוד 
היא עושה לי רע 
זאת צרה צרורה 
אך החלומות עוד מעירים עוד רעבים 
זה מצב נורא 
אך אין לי שום ברירה 
כי אני מכור לכאבים 

אהבה סוערת ואני תמיד נסער 
אהבה שוברת ואני תמיד נשבר 
אהבה קוברת ואני בבור מוטל 
כן אני אף פעם לא ניצל",אהוד מנור
"שלומי שבת
",תני לי עוד,28/06/11,"כמה את יפה כאן לצידי
תני לי סימן שאת נשארת לידי
שום דבר אלייך לא דומה
כל יום שבא אני הופך יותר צמא.

אל הקסם, אל הטוב שבך
קורא לך, כל מה שתתני אקח
כי אני פשוט מוכרח.

לא אפסיק אף פעם לאהוב אותך
אהבה של פעם בחיים
הלב שייך רק לך לעולמים.

וכשאת שורפת בתוכי
אין לי אוויר, אני רוצה בכל כוחי
אל הקסם, אל הטוב שבך
קורא לך, כל מה שתתני אקח
כי אני פשוט מוכרח.

לא אפסיק אף פעם לאהוב אותך
אהבה של פעם בחיים
הלב שייך רק לך נשבע הלילה ש...
לא אפסיק אף פעם לאהוב אותך
זוהי אהבה של פעם בחיים
הלב שייך רק לך לעולמים.

אל הקסם, אל הטוב שבך
קורא לך, כל מה שתתני אקח
כי אני פשוט מוכרח.

לא אפסיק אף פעם...",עינת הולנדר
"שלומי שבת
",תנו לגדול בשקט,26/06/11,"כמה את יפה כאן לצידי 
תני לי סימן שאת נשארת לידי 
שום דבר אלייך לא דומה 
כל יום שבא אני הופך יותר צמא. 

אל הקסם, אל הטוב שבך 
קורא לך, כל מה שתתני אקח 
כי אני פשוט מוכרח. 

לא אפסיק אף פעם לאהוב אותך 
אהבה של פעם בחיים 
הלב שייך רק לך לעולמים. 

וכשאת שורפת בתוכי 
אין לי אוויר, אני רוצה בכל כוחי 
אל הקסם, אל הטוב שבך 
קורא לך, כל מה שתתני אקח 
כי אני פשוט מוכרח. 

לא אפסיק אף פעם לאהוב אותך 
אהבה של פעם בחיים 
הלב שייך רק לך נשבע הלילה ש... 
לא אפסיק אף פעם לאהוב אותך 
זוהי אהבה של פעם בחיים 
הלב שייך רק לך לעולמים. 

אל הקסם, אל הטוב שבך 
קורא לך, כל מה שתתני אקח 
כי אני פשוט מוכרח.",עינת הולנדר
"שלומי שבת
",תן לה את הלב שלך,29/06/11,"כמה את יפה כאן לצידי
תני לי סימן שאת נשארת לידי
שום דבר אלייך לא דומה
כל יום שבא אני הופך יותר צמא
אל הקסם, אל הטוב שבך
קורא לך, כל מה שתתני אקח
כי אני פשוט מוכרח

לא אפסיק אף פעם לאהוב אותך
אהבה של פעם בחיים
הלב שייך רק לך
לעולמים

וּכשאת שורפת בתוכי
אין לי אוויר, אני רוצה בכל כוחי
אל הקסם, אל הטוב שבך
קורא לך, כל מה שתתני אקח
כי אני פשוט מוכרח

לא אפסיק אף פעם לאהוב אותך
אהבה של פעם בחיים
הלב שייך רק לך
נשבע הלילה שלא אפסיק אף פעם לאהוב אותך
זוהי אהבה של פעם בחיים
הלב שייך רק לך
לעולמים

אל הקסם, אל הטוב שבך
קורא לך, כל מה שתתני אקח
כי אני פשוט מוכרח

לא אפסיק אף פעם...",עינת הולנדר 
"שלומי שבת
",תודה שנכנסת לי אל הלב,26/06/11,"אוהב אותך בלילה 
אוהב אותך ביום 
רוצה אותך כל רגע 
איתי בכל מקום 

בקפה ליד הבית 
שם ראיתי אותך 
הסתכלת לי בעיניים 
ונתפסתי בך 
אז הבנתי שאני 
רק אותך רוצה 
יום אחד אני אגשים 
את החלום הזה 


אוהב אותך בלילה 
אוהב אותך ביום 
רוצה אותך כל רגע 
איתי בכל מקום 

הסתכלי לי בעיניים 
ותראי לי בפנים 
אהבה עד השמיים 
לכל החיים 
גם אם למרחק תלכי 
שם אני אהיה 
את נולדת בשבילי 
עוד ידעו את זה", ואיתי זילברשטין
"שלומי שבת
",שתדעי,26/06/11,"שעה אחת ביחד 
ואחר כך אתה תלך, היא אמרה 
יותר לא ניפגש 
כי אין ביננו אש 

יוצא לבד בחושך 
השמיים מתכסים 
משנה לשנה 
אני צריך יותר ניסים 

בואי עכשיו את עוזבת 
אלוהים, איך שאת מתחלפת 
בראש שלך הכל מתוכנן 
משאירה אותי כמו אסיר מסומן 

איך אני, איך אני, איך את 
אני לעולם לא אלמד להישמר 

בודד באמצע הלילה 
כל צד נראה כמו שד 
ורק הקול שבראשי 
תלך את חופשי 

בחוץ עולה הבוקר 
כבו הפנסים 
משנה לשנה 
אני צריך יותר ניסים 

בואי עכשיו את עוזבת 
אלוהים, איך שאת מתחלפת 
בראש שלך הכל מתוכנן 
משאירה אותי כמו אסיר מסומן 

איך אני, איך אני, איך את 
אני לעולם לא אלמד להישמר 

יוצא לבד בחושך 
השמיים מתכסים 
משנה לשנה 
אני צריך יותר ניסים",לאה שבת
"שלומי שבת
",שנה חדשה,25/04/12,"אילו ציפורים אשר עפות מעל הים
אילו ציפורים היו דוברות כבני אדם
אלו סיפורים היו ודאי לציפורים
על הארצות אשר מעבר להרים.

כל חופי הפלא, כל אגמי התכלת
כל הרכסים המושלגים
כל ימי הפרך שחלפו בדרך
כל השבתות והחגים.

אילו ציפורים אשר עפות מעל הים
אילו ציפורים היו דוברות כבני אדם
אלו מן שירים היו ודאי לציפורים
איזה קרנבל היה לכל המשוררים.

כל ירק היער, כל חשכת הסער
כל חמדת הקיץ בלבבות
זו אשר הופכת לצבעי שלכת
של האהבות הנכזבות.

כל חופי הפלא, כל אגמי התכלת
כל הרכסים המושלגים
כל ימי הפרך שחלפו בדרך
כל השבתות והחגים.

אך הציפורים נאמנות לשתיקתן
ועם בוא הסתיו
הן ממריאות במחי כנף
והסודות איתן.",ז'אן ברוסול / תרגום: נעמי שמר
"שלומי שבת
",שיר הפרח,08/02/15,"הלכתי וטעיתי 
בראש שלך
טיפות מהשמים
נופלות עליי בינתיים
תקוות גדולות
מילאו את לילותיי
מה לעשות 

איך ראיתי אותך
משתגעת 
והבנתי שאת
לא יודעת 
טובות עיניי
סולחות בלי די
איך טרקת לי
פתאום את הדלת
ואמרתי שלום לך גברת
עוד יום עובר
זה לא עוזר

אין לי שקט
אין לי לילה
אין בי מנוחה
קצת נבהלתי
לא הבנתי
למה את בוכה
אין לי שקט
אין לי לילה
וזה בגללך
קצת נבהלתי
לא הבנתי
מה נהיה ממך 

כמה זמן ניסיתי
קירות נייר בניתי 
בראש שלך
ברחוב שלך אורח
רוצה אבל בורח
פרחים מפלסטיק
ממתיקים את לבבך

איך ראיתי אותך
משתגעת 
והבנתי שאת
לא יודעת 
טובות עיניי
סולחות בלי די
איך טרקת לי
פתאום את הדלת
ואמרתי שלום לך גברת
עוד יום עובר
זה לא עוזר

אין לי שקט...", דנה לפידות וחנה לפידות.
"שלומי שבת
",שיר או תפילה,16/02/12,"ראיתי כוכבים שמאירים את העולם ועם הזמן נעלמים
טיפסתי על פסגות הרים בדרך גם שאלתי בעצת החכמים
לא נתתי לעיניי להסתנוור מהמראות
והבנתי שיותר מדי זה לפעמים פחות
לקחתי לי מתוך השקט, שיר לנשמה

אין עוד מלבדו
מלוא כל הארץ כבודו
הקדוש ברוך הוא מלך
ואני עבדו

במלחמות אל מול היצר כמו מדבר צמא למים האדם נכנע
ושוב הנפש מבקשת לה מסתור מתחת לכנפי השכינה
גם אני עמדתי בפתח כמו כולם
לבקש סליחה ממלך העולם
לקחתי לי מתוך השקט, שיר לנשמה

אין עוד מלבדו
מלוא כל הארץ כבודו
הקדוש ברוך הוא מלך
ואני עבדו",יוסי גיספן
"שלומי שבת
",שדה קטנה,26/06/11,"כל הנשים המדוכאות 
שפוטות על הסירים 
שומעות מילים מיובאות 
ממקורות זרים 

בועות סבון וערוצים 
עושות להן לבכות בסוף 
מסלול המירוצים 
למה הן מחכות 

אהבה, איפה את אהבתי 
איפה את אהובתי 
הו אהבה עיוורת 
אהבה , איפה את אהבתי 
איפה את אהובתי 
מתי תראי אותי 

נשים יפות נשים יפות 
ממבטן נמלט 
כמו המילים הנרדפות 
הן לא מוצאות מקלט 

ומסירות אבק ספק 
במחי מטלית קלה 
שלא יבוא להתדפק 
עם סימני השאלה",יענקל'ה רוטבליט
"שלומי שבת
",קרוב ללב,26/06/11,"אין עוד ימים השקט מלבדך 
הורס ומתפרץ בכל המקומות 
אין עוד חיים נותרו הם גם אצלך 
הם קבע בליבך לעד לעולמים 

איך זה שהכל הולך 
מה נשאר בסוף תגידי מה 
אם לא אהבה 

אל נא תבכי 
דמעה שלך עולם שוברת 
גלי הים יידמו רק מצל בכייך 
לא ידלקו הכוכבים שאת שותקת 
גם השמיים לא יאירו בלכתך 

אין עוד ימים נותרו רק זכרונות 
מול ים החלומות ירח לא יאיר 
ואם תבקשי נוכל עוד לאהוב 
אותנו אל החוף אפשר שוב להחזיר",ירון כהן
"שלומי שבת
",קחי אותי,26/06/11,"את הולכת, את עוזבת, 
זהו, אין לך כח יותר. 
לא לקחת איתך כלום, 
רוצה להתחיל במקום אחר. 

כבר מזמן היו בנינו 
מריבות, חילוקי דעות 
אבל לעזוב, 
עם זה אני לא אוכל לחיות. 

אל תלכי רחוק מדי, 
כדי שאוכל למצוא אותך. 
השארת הכל מאחור, 
את האהבה לקחת מכאן.",לאה שבת
"שלומי שבת
",צל קני הסוף,26/06/11,"ביקשתי את ידך אך את הלכת 
הבטחת אהבתך אבל שכחת 
אני צועד בשביל שאל ביתך מוביל 
דמותך ניצבת בחלון 
ביקתת העץ נראה לי כארמון 

שנב קטן אל עולמך פתחת 
אבל יקירתי מהר ברחת 
חיזרי כי שנינו עייפים 
חיזרי כי יש ימים יפים 
לא אבקש ממך יותר דבר 
חיזרי אלי כי יש לנו מחר 

אז אל תעירי לי את החלום 
אחרי הלילה שוב מאיר היום 
וקרן שמש שובבה 
שרה לנו אהבה 

אהבת חיי הלא נשכחת 
מתקרבת בצעד ובורחת 
שוכנת קבע בליבי 
הרגשות שבקירבי 
סיפור מתוק שלא נגמר 
שיר אהבה ישן בטעם מר",אילנה קליין
"שלומי שבת
",צל עץ תמר,26/06/11,"אם היה לי מפתח שפותח כל לב 
לא הייתי בורח אם הייתי אוהב 
אם הייתי יודע איך נברא העולם 
לשמיים הייתי עולה בלי סולם 

אם הייתי יודע איך פרפר שנולד 
לא פוחד מהחופש שכולו יום אחד 
איך הים לא טובע כשעולה הגאות 
אז הייתי יודע איך למנוע טעות 

מאמין בלי לדעת מסתכל בלי לגעת 
מעולם לא שאלתי איך קיים העולם 
בגלל זה לא אכפת לי 
ואני לא קובע 
אם עכשיו או אחר כך 
ואם זה הזמן 

אם הייתי יודע איזה חוק מחייב 
את השמש לזרוח את העץ ללבלב 
אם הייתי יודע לא הייתי שואל 
איך השמש נפרדת בלילות מהצל 

אם הייתי יודע איך היום החדש 
מתבהר מתוך לילה, מתחדש ונרגש 
אם הייתי יודע איך בוקע הקול 
אז הייתי עונה לך בעצמי על הכל",עדית פאנק
"שלומי שבת
",על סל סלים,26/06/11,"סוף דצמבר קר עכשיו 
אתמול הייתי בן עשרים, 
שתינו קצת יין. 
השבוע לא עובר 
יום שישי נשאר שבת 
שקט כאן עדיין 
בשמירות לבד הלילה וים געגועים 
חוץ מזה הכל בסדר 
ממש חיים משוגעים. 

אל תדאגי לי אמא 
הכל שטויות בחדשות 
אל תדאגי לי אמא 
גם בשעות הכי קשות אני חזק 

אל תדאגי לו אמא 
פתאום מלאך יופיע 
בחלומך ירגיע 
אני מבטיח לשמור עליו 

סוף דצמבר קר מאוד 
אני כל כך רוצה לישון 
ערים כבר יומיים 
נשאר לי שקל אחרון 
אני חושב אולי לקנות פיסה של שמיים 
הזריחות עולות קבוע 
כאן בצבע מיוחד 
חוץ מזה הכל רגוע 
לא מחשבן לאף אחד",ארז ברזוליק ופבלו רוזנברג
"שלומי שבת
",על הרציף,26/06/11,"רק האל שלמעלה יודע 
שנגעת בי כל כך 
והלב כבר מתגעגע 
שוב הכל מסובך 

הכאב מנצח 
איך ברגע הכל השתנה 
כל הכוח בורח 
את אמרת שתהיי אחרונה 

אנחנו שניים 
תמיד רק שניים 
אותך אהבתי מבין כולן 
חכי לי 
הישארי לי 
ונעצור את הזמן 

מה שווים החיים בלעדייך? 
אין לי לילה, אין יום 
כשהנפש קוראת רק אלייך 
כי רקמנו חלום",עינת הולנדר
"שלומי שבת
",סיבה למסיבה,26/06/11,"חשבתי שתבואי מזמן 
עברו ימים ואת לא כאן 
ניסיתי לדבר על מה שיש 
אם יש בך רגשות 
אותם ארצה לראות 
תבואי לא צריך להתעקש 

עוד לילה שעובר לאט 
הבוקר בא כבר עוד מעט 
חיכיתי כל הלילה לכבודך 
יכולת להתקשר הייתי מדבר 
אפילו גם הייתי לך אומר 

אני אוהב אותך בלילה וביום 
אני חולם עלייך באותו מקום 
אני רוצה אותך ולא יכול לישון 
שוב להרגיש אותך כאן בכל יום 

אוהב אותך בכל מובן 
חושב עלייך כל הזמן 
את כחולם מתוק שלא עובר 
חיכיתי כבר שעות ימים וגם לילות 
עלייך לא רציתי לוותר",ירון כהן
"שלומי שבת
",נשירה,26/06/11,"החיים לא צבעו לי בורד 
את הימים האפורים 

שכבר עברתי 
ולא תמיד זרחה השמש על פני 

איך באת אל לתוך חיי 
וכך לחשת לי 

אוהב אותך לעד ללא תנאי 
בכל בוקר מתעורר לי משנתי 

ורק תפילה אחת בלב 
אצלי קיימת 
שנתעורר מחובקים 
כך לתמיד 

כי מליבך עוד אהבה 
גדולה זורמת 
אל תוך ליבי 
המאוהב לעולמים 

אני מודה לך אישה שלי 
שאת לי לצידי 
הכנסת לי כח לחיי 
שלא היה קיים אצלי 
את נותנת מעצמך 
ואוהבת ללא תנאי 
רק לך אני נשבע 
שאוהבך עד סוף ימי 

החיים לא צבעו לי בורוד 
את הימים האפורים 
שכבר עברתי 

אהובתי אני חייב לך את חיי 
לו רק תדעי 
כמה ימים ריקים ידעתי 
תודה לאל על שנתן לי אותך",איציק שמלי
"שלומי שבת
",נשבעתי לאהוב,26/06/11,"איך הלילה מתקרב לאט 
השמיים מתכהים 
כוכבים שוב מעיפים מבט 
לזוגות האוהבים 

הירח מסתכל לכאן 
ומיד מפיל כוכב 
מבקש אני להיות שלך 
להקדיש לך את חיי 

את כל האושר עוד אתן לך 
אני נשבע, אני נשבע 
אשמור גם על צחוקך לנצח 
כמו מלאך אני נשבע 

אני קורא אלייך אהובה 
מחייכת את אלי 
לחבק אותך באהבה 
אל הנצח עד בלי די",משה פרץ
"שלומי שבת
",נדנדי,26/06/11,"מדרכים ארוכות 
קורא אלייך 
אל האור החם 
שבעינייך 

מחפש סימנים 
שיובילו אלייך 
עוזב מאחור 
אהבות אבודות 

אנשים נפגשים 
על אם הדרך 
ואני אותך 
חיפשתי כל ערב 

בין אלפי מבטים 
לא מצאתי עיניים 
שהיה בן כתוב 
שאת חלומי 

כל כך הרבה ימים 
הרגשתי איך אני 
פוסע אל המבט שלך 
כל כך הרבה תפילות 
ומילים אוהבות 
אני שר אלייך- הו הו הו הו 

והלב מסרב לתת לי שקט 
מבקש לפעום 
ביום של חסד 
וביום שנביט 
זה אל זו בעיניים 
אהבה תעלה 
תמלא את העיר",יוסי אזולאי ודורון מדלי
"שלומי שבת
",מתוקים,26/06/11,"את האהבה שלה חיכיתי 
כל ימי עד שמצאתי 
איתך אני אגע במקומות קסומים 
בהם עוד לא נגעתי 

שומרת מכאב כובשת את הלב 
ולא מרפה ממך היא לא עוזבת 
יודעת להבין היא רק שלך תבין 
שבלעדיה הייאוש יבוא אליך 

את היחידה 
את מה שלא היה אתמול 
את משלימה 
את הנחמה 
את מה שלא היה אתמול 
את משלימה 

את הלהבה שמציתה בי 
ניגונים שלא שמעתי 
שלך באהבה ארקום רק לך 
את כל שירי שלא ניגנתי 

שומרת מכאב כובשת את הלב 
ולא מרפה ממך היא לא עוזבת 
יודעת להבין, היא רק שלך תבין 
שבלעדיה היאוש יבוא אליך",ירון כהן 
